Individual_ID	Site	Country	Region	Group_label	Latitude	Longitude	Data_source	Age_upper	Age_lower	Age_average	Dating	Sex	Y_haplogroup_major	Y_haplogroup_derived	Coverage	Average_GP	Flag	Cluster_ID	Cluster_fine	Cluster_global	Cluster_group
NEO852	Norsminde	Denmark	NorthernEurope	Denmark_Mesolithic	56.027	10.257	thisStudy	6396	6215	6306	direct	XX	NA	NA	0.19	0.988	0	4.2.1.2.10	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO751	Bjørnsholm	Denmark	NorthernEurope	Denmark_Mesolithic	56.874	9.215	thisStudy	6405	6225	6315	direct	XY	I2	I2	0.3	0.987	0	4.2.1.2.9	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO941	Havnø	Denmark	NorthernEurope	Denmark_Mesolithic	56.709	10.171	thisStudy	6446	6302	6374	direct	XX	NA	NA	0.14	0.981	0	4.2.1.2.11	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO598	Sølager	Denmark	NorthernEurope	Denmark_Mesolithic	55.948	11.897	thisStudy	6195	5941	6068	direct	XX	NA	NA	0.73	0.991	0	4.2.1.1.7	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO853	Langø Skaldynge	Denmark	NorthernEurope	Denmark_Mesolithic	55.545	10.622	thisStudy	6189	5900	6045	direct	XX	NA	NA	1.96	0.994	0	4.2.1.1.12	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO3	Vængesø II	Denmark	NorthernEurope	Denmark_Mesolithic	56.146	10.552	thisStudy	6266	5918	6092	direct	XY	I	I	0.03	0.961	contMT_5pct;lowcov;lowGpAvg	NA	NA	NA	NA
NEO960	Ravnsbjerggård II	Denmark	NorthernEurope	Denmark_Mesolithic	55.581	11.578	thisStudy	6167	5758	5963	direct	XY	I2a	I2a1a	0.15	0.984	0	4.2.1.2.12	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO645	Rødhals	Denmark	NorthernEurope	Denmark_Mesolithic	55.914	11.091	thisStudy	5916	5755	5836	direct	XY	I2	I2	0.21	0.988	0	4.2.1.2.7	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO962	Dragsholm	Denmark	NorthernEurope	Denmark_Mesolithic	55.768	11.388	thisStudy	5907	5664	5786	direct	XY	I	I	0.04	NA	lowcov	NA	NA	NA	NA
syltholm	Syltholm	Denmark	NorthernEurope	Denmark_Mesolithic	54.65	11.35	Jensen_NatureCommunications_2019	5858	5661	5760	direct	XX	NA	NA	2.29	0.996	0	4.2.1.1.16	Denmark_10500BP_6000BP	Europe_15000BP_4000BP	HG_EuropeW
NEO601	Viksø Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.759	12.238	thisStudy	5896	5718	5807	direct	XX	NA	NA	0.08	0.977	lowcov;lowGpAvg	NA	NA	NA	NA
NEO891	Roskilde Fjord (syd for Jyllinge)	Denmark	NorthernEurope	Denmark_Neolithic	55.73	12.1	thisStudy	5841	5586	5714	direct	XX	NA	NA	0.6	0.994	0	2.4.1.1.1.6	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO790	Tysmose	Denmark	NorthernEurope	Denmark_Neolithic	55.711	12.274	thisStudy	5747	5588	5668	direct	XY	I2a	I2a1a2	0.69	0.992	0	2.4.1.1.1.4	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO29	Lohals	Denmark	NorthernEurope	Denmark_Neolithic	55.134	10.903	thisStudy	5647	5471	5559	direct	XX	NA	NA	0.53	0.993	0	2.4.1.1.2.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO595	Pandebjerg	Denmark	NorthernEurope	Denmark_Neolithic	55.789	11.292	thisStudy	5601	5488	5545	direct	XY	I2a	I2a1a2	0.22	0.989	0	2.4.1.2.2.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO23	Jorløse mose	Denmark	NorthernEurope	Denmark_Neolithic	55.601	11.312	thisStudy	5593	5478	5536	direct	XY	I2a	I2a1a2	3.34	0.996	0	2.4.1.1.1.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO571	Grøfte	Denmark	NorthernEurope	Denmark_Neolithic	55.404	11.497	thisStudy	5594	5475	5535	direct	XX	NA	NA	0.06	0.969	lowcov;lowGpAvg	NA	NA	NA	NA
NEO564	Bygholm Nørremark	Denmark	NorthernEurope	Denmark_Neolithic	55.875	9.812	thisStudy	5594	5475	5535	direct	XY	I2a	I2a1a	0.08	0.976	lowcov;lowGpAvg	NA	NA	NA	NA
NEO753	Sigersdal Mose 2	Denmark	NorthernEurope	Denmark_Neolithic	55.772	12.213	thisStudy	5589	5476	5533	direct	XX	NA	NA	0.16	0.985	0	2.4.1.2.2.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO7	Sigersdal Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.761	12.258	thisStudy	5601	4879	5240	direct	XY	CT	CT	0.01	0.955	lowcov;lowGpAvg	NA	NA	NA	NA
NEO41	Rude	Denmark	NorthernEurope	Denmark_Neolithic	55.994	10.248	thisStudy	5588	5474	5531	direct	XY	I	I	0.02	0.959	lowcov;lowGpAvg	NA	NA	NA	NA
NEO942	Tissøe	Denmark	NorthernEurope	Denmark_Neolithic	55.575	11.294	thisStudy	5658	5332	5495	direct	XX	NA	NA	0.89	0.993	0	2.4.1.2.2.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO28	Salpetermosen syd 8	Denmark	NorthernEurope	Denmark_Neolithic	55.91	12.307	thisStudy	5585	5336	5461	direct	XY	I2a	I2a1a2	0.92	0.994	0	2.4.1.1.1.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO886	Dalmosegaard	Denmark	NorthernEurope	Denmark_Neolithic	54.989	12.419	thisStudy	5589	5327	5458	direct	XY	I2a	I2a1a2	0.27	0.989	0	2.4.1.2.1.6	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO866	Lundby-Falster	Denmark	NorthernEurope	Denmark_Neolithic	54.865	11.841	thisStudy	5583	5330	5457	direct	XY	R1b	R1b1a	1.52	0.994	0	2.4.1.1.1.5	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO865	Lundby-Falster	Denmark	NorthernEurope	Denmark_Neolithic	54.865	11.841	thisStudy	5315	5052	5184	direct	XY	I2	I2	0.09	0.979	lowcov;lowGpAvg	NA	NA	NA	NA
NEO757	Sejerby (Sejerø)	Denmark	NorthernEurope	Denmark_Neolithic	55.902	11.118	thisStudy	5582	5322	5452	direct	XX	NA	NA	0.13	0.981	0	2.4.1.2.1.5	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO945	Læsten Mose	Denmark	NorthernEurope	Denmark_Neolithic	56.485	9.827	thisStudy	5576	5311	5444	direct	XX	NA	NA	1.38	0.993	0	2.4.1.1.1.8	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO896	Mandemarke	Denmark	NorthernEurope	Denmark_Neolithic	54.969	12.494	thisStudy	5567	5320	5444	direct	XX	NA	NA	0.12	0.981	0	2.4.1.2.1.7	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO933	Sludegård Sømose	Denmark	NorthernEurope	Denmark_Neolithic	55.253	10.746	thisStudy	5579	5297	5438	direct	XY	I2	I2	0.52	0.992	0	2.4.1.1.2.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO43	Rude	Denmark	NorthernEurope	Denmark_Neolithic	55.994	10.248	thisStudy	5464	5319	5392	direct	XY	I	I	0.11	0.98	0	2.4.1.2.2.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO888	Elkenøre	Denmark	NorthernEurope	Denmark_Neolithic	54.732	11.986	thisStudy	5466	5311	5389	direct	XX	NA	NA	0.06	0.971	lowcov;lowGpAvg	NA	NA	NA	NA
NEO795	Porsmose	Denmark	NorthernEurope	Denmark_Neolithic	55.276	11.875	thisStudy	5600	5059	5330	direct	XY	I2a	I2a1a2	0.03	0.966	lowcov;lowGpAvg	NA	NA	NA	NA
NEO744	Vig Femhøve	Denmark	NorthernEurope	Denmark_Neolithic	55.856	11.59	thisStudy	5576	5150	5363	direct	XY	Q1b	Q1b2	0.22	0.984	0	2.4.1.2.2.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO702	Jørlundegård	Denmark	NorthernEurope	Denmark_Neolithic	55.828	12.166	thisStudy	5470	5071	5271	direct	XY	I	I	0.15	0.975	lowGpAvg	NA	NA	NA	NA
NEO935	Vibygårds Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.564	12.016	thisStudy	5442	5053	5248	direct	XY	I2a	I2a1a2	5.03	0.996	0	2.4.1.1.2.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO597	Storelyng (Øgårde boat III)	Denmark	NorthernEurope	Denmark_Neolithic	55.587	11.574	thisStudy	5448	4979	5214	direct	XY	I2a	I2a1a2	0.18	0.986	0	2.4.1.2.1.2	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO594	Neverkær mose	Denmark	NorthernEurope	Denmark_Neolithic	55.391	10.078	thisStudy	5310	5051	5181	direct	XY	I2a	I2a1b1a2	0.05	0.974	lowcov;lowGpAvg	NA	NA	NA	NA
NEO961	Avlebjerg (Strøby)	Denmark	NorthernEurope	Denmark_Neolithic	55.368	12.287	thisStudy	5305	4992	5149	direct	XX	NA	NA	0.02	0.961	lowcov;lowGpAvg	NA	NA	NA	NA
NEO599	Vanløse mose	Denmark	NorthernEurope	Denmark_Neolithic	55.553	11.684	thisStudy	5305	4976	5141	direct	XY	Q1b	Q1b	0.19	0.987	0	2.4.1.2.1.3	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO602	Storelyng (Østrup Homo II)	Denmark	NorthernEurope	Denmark_Neolithic	55.589	11.576	thisStudy	5299	4979	5139	direct	XY	I2	I2	0.09	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
NEO33	Vittrup	Denmark	NorthernEurope	Denmark_Neolithic	57.391	9.761	thisStudy	5288	4990	5139	direct	XY	I2a	I2a1a	0.05	0.97	lowcov;lowGpAvg	NA	NA	NA	NA
NEO566	Døjringe	Denmark	NorthernEurope	Denmark_Neolithic	55.484	11.579	thisStudy	5291	4978	5135	direct	XY	I2a	I2a1a	0.02	0.958	lowcov;lowGpAvg	NA	NA	NA	NA
NEO898	Svinninge Vejle	Denmark	NorthernEurope	Denmark_Neolithic	55.736	11.425	thisStudy	5291	4871	5081	direct	XY	I2a	I2a1a2	3.8	0.996	0	4.1.2.3.3	Sweden_5000BP	Europe_15000BP_4000BP	HG_EuropeE
NEO25	Kainsbakke II	Denmark	NorthernEurope	Denmark_Neolithic	56.433	10.789	thisStudy	5265	4867	5066	direct	XX	NA	NA	0.36	0.992	0	2.4.1.1.1.1	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO925	Myrebjerg mose	Denmark	NorthernEurope	Denmark_Neolithic	54.771	10.675	thisStudy	5027	4866	4947	context	XX	NA	NA	0.29	0.991	0	2.4.1.2.1.8	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
RISE61	Kyndeløse	Denmark	NorthernEurope	Denmark_Neolithic	55.7	11.86	Allentoft_Nature_2015	4801	4442	4622	direct	XY	R1a	R1a1a1b	0.33	0.989	0	1.2.1.4.1.4	Scandivia_4600BP_3800BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO878	Kyndeløse	Denmark	NorthernEurope	Denmark_Neolithic	55.703	11.855	thisStudy	4151	3924	4038	direct	XX	NA	NA	0.28	0.987	0	1.2.1.3.1.7	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO943	Stenderup Hage	Denmark	NorthernEurope	Denmark_Neolithic	55.46	9.694	thisStudy	4818	4415	4617	direct	XY	I2a	I2a1b1a1b	1.75	0.993	0	2.4.1.1.1.7	Scandivia_5600BP_4600BP	EuropeWCAsia_25000BP_300BP	Farmer_EuropeE_late
NEO580	Klokkehøj	Denmark	NorthernEurope	Denmark_Neolithic	55.108	10.111	thisStudy	4802	4421	4612	direct	XX	NA	NA	0.01	0.953	lowcov;lowGpAvg	NA	NA	NA	NA
NEO792	Næs	Denmark	NorthernEurope	Denmark_Neolithic	54.87	12.116	thisStudy	4577	4415	4496	direct	XY	I2a	I2a1a2	0.25	0.989	0	1.2.3.2.2.2	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO876	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4513	4256	4385	direct	XY	R1a	R1a	0.05	0.97	lowcov;lowGpAvg	NA	NA	NA	NA
NEO870	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4404	4105	4255	direct	XY	R1b	R1b1a1b1a1	0.58	0.993	0	1.2.1.3.1.2	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO872	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4140	3891	4016	direct	XY	R1b	R1b1a1b1a1	0.08	0.98	lowcov	NA	NA	NA	NA
NEO875	Toftum mose	Denmark	NorthernEurope	Denmark_Neolithic	55.895	9.987	thisStudy	4091	3880	3986	direct	XY	I1	I1	0.18	0.986	0	1.2.1.2.2.1.2.3	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO92	Barhøj (Strøby Egede)	Denmark	NorthernEurope	Denmark_Neolithic	55.403	12.272	thisStudy	4348	4088	4218	direct	XY	R1b	R1b1a1b1a1	0.61	0.993	0	1.2.1.3.1.1	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO737	Borreby	Denmark	NorthernEurope	Denmark_Neolithic	55.225	11.303	thisStudy	4236	3985	4111	direct	XY	R1b	R1b1a1b1a1	0.24	0.988	0	1.2.1.2.2.1.2.2	Europe_4500BP_2000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO738	Kolind	Denmark	NorthernEurope	Denmark_Neolithic	56.362	10.593	thisStudy	4237	3985	4111	direct	XY	I2a	I2a1b1a2b	1.21	0.994	0	1.2.1.3.2	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO739	Kolind	Denmark	NorthernEurope	Denmark_Neolithic	56.362	10.593	thisStudy	4091	3851	3971	direct	XY	I2a	I2a1b1a2	1.88	0.994	0	1.2.1.3.2	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO861	Mosede Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.576	12.275	thisStudy	4234	3987	4111	direct	XX	NA	NA	0.38	0.992	0	1.2.1.3.1.6	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO860	Mosede Mose	Denmark	NorthernEurope	Denmark_Neolithic	55.576	12.275	thisStudy	3835	3498	3667	direct	XY	R1b	R1b1a1b1a1	0.2	0.988	0	1.2.1.3.1.1	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
Gjerrild5	Gjerrild	Denmark	NorthernEurope	Denmark_Neolithic	56.5	10.83	Egfjord_PLoSOne_2021	4234	3986	4110	direct	XY	R1b	R1b1a2	1.08	0.991	0	1.2.3.2.1.3	EuropeNE_4800BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
RISE71	Falshøj	Denmark	NorthernEurope	Denmark_Neolithic	56.68	10.03	Allentoft_Nature_2015	4146	3973	4060	direct	XX	NA	NA	0.29	0.987	0	1.2.1.3.1.10	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO735	Borreby	Denmark	NorthernEurope	Denmark_Neolithic	55.225	11.303	thisStudy	4138	3852	3995	direct	XY	R1b	R1b1a1b1a1	0.67	0.994	0	1.2.1.3.1.4	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO934	Gammellung	Denmark	NorthernEurope	Denmark_Neolithic	54.876	10.784	thisStudy	3966	3701	3834	direct	XX	NA	NA	0.08	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
VK214	Gerdrup	Denmark	NorthernEurope	Denmark_BronzeAge	55.73	12.12	Margyaran_Nature_2020	3839	3725	3782	direct	XX	NA	NA	0.13	0.983	0	1.1.2.3.1.12	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO93	Strøby Ladeplads	Denmark	NorthernEurope	Denmark_BronzeAge	55.406	12.285	thisStudy	3836	3639	3738	direct	XY	I1	I1	1.98	0.995	0	1.1.2.3.1.7	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO857	Lollikehuse	Denmark	NorthernEurope	Denmark_BronzeAge	55.758	12.007	thisStudy	3819	3516	3668	direct	XY	I1	I1	0.04	0.972	lowcov;lowGpAvg	NA	NA	NA	NA
NEO752	Madesø	Denmark	NorthernEurope	Denmark_BronzeAge	55.621	11.331	thisStudy	3814	3483	3649	direct	XY	R1b	R1b1a1b1a1a1b	2.09	0.995	0	1.2.1.3.1.5	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO815	Vasagård	Denmark	NorthernEurope	Denmark_BronzeAge	55.055	14.885	thisStudy	3560	3387	3474	direct	XY	I1	I1	0.11	0.981	contNuc_5pct	NA	NA	NA	NA
NEO563	Bybjerg	Denmark	NorthernEurope	Denmark_BronzeAge	55.76	11.798	thisStudy	3450	3260	3355	direct	XY	I1	I1	0.81	0.994	0	1.1.2.3.1.5	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
RISE47	Sebber skole	Denmark	NorthernEurope	Denmark_BronzeAge	56.97	9.55	Allentoft_Nature_2015	3449	3274	3362	direct	XY	R1b	R1b1a1	0.11	0.98	lowGpAvg	NA	NA	NA	NA
NEO951	Klæsterupholm Mose	Denmark	NorthernEurope	Denmark_BronzeAge	57.29	10.033	thisStudy	3446	3166	3306	direct	XX	NA	NA	0.45	0.994	0	1.2.1.3.1.8	Scandivia_4200BP_3200BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
NEO590	Magleø	Denmark	NorthernEurope	Denmark_BronzeAge	55.34	11.161	thisStudy	3375	3219	3297	direct	XY	I1a	I1a2a1	1.01	0.995	0	1.1.2.3.1.6	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
NEO946	Hove Å	Denmark	NorthernEurope	Denmark_BronzeAge	55.708	12.25	thisStudy	3322	2967	3145	direct	XY	R1b	R1b1a1b1a1a1b	1.24	0.995	0	1.1.2.3.1.8	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK582	Alken_Enge	Denmark	NorthernEurope	Denmark_IronAge	56.05	9.94	Margyaran_Nature_2020	1950	1850	1900	context	XY	I2a	I2a1b1a2b	0.11	0.985	0	1.1.1.5.1.1	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK521	Brondsager Torsiinre	Denmark	NorthernEurope	Denmark_IronAge	55.64	12.24	Margyaran_Nature_2020	NA	NA	1650	context	XY	I1	I1	4.73	0.998	0	1.1.2.3.1.1	Scandivia_4000BP_3000BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK213	Gerdrup	Denmark	NorthernEurope	Denmark_IronAge	55.73	12.12	Margyaran_Nature_2020	1559	1423	1491	direct	XX	NA	NA	0.12	0.985	0	1.2.1.2.1.2.1.1	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK532	Kragehave Odetofter	Denmark	NorthernEurope	Denmark_IronAge	55.66	12.25	Margyaran_Nature_2020	NA	NA	950	context	XY	I1	I1	4.19	0.997	0	1.1.2.1.1.1.12	EuropeNE_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK65	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	55.87	12.08	Margyaran_Nature_2020	1450	950	1200	context	XX	NA	NA	0.52	0.993	0	1.1.1.2.1.1.8	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK69	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	55.87	12.08	Margyaran_Nature_2020	1450	950	1200	context	XX	NA	NA	0.8	0.993	0	1.1.1.3.1.1.2.1	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK70	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	55.87	12.08	Margyaran_Nature_2020	1450	950	1200	context	XY	I1a	I1a1	6.99	0.998	0	1.1.1.3.1.2.2.1	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK71	Tollemosegard	Denmark	NorthernEurope	Denmark_VikingAge	55.87	12.08	Margyaran_Nature_2020	1450	950	1200	context	XY	I1	I1	0.18	0.986	0	1.1.2.2.3.8	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK312	Rantzausminde	Denmark	NorthernEurope	Denmark_VikingAge	55.05	10.53	Margyaran_Nature_2020	1100	1050	1075	context	XX	NA	NA	0.37	0.99	0	1.1.1.5.1.5	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK313	Rantzausminde	Denmark	NorthernEurope	Denmark_VikingAge	55.05	10.53	Margyaran_Nature_2020	1100	1050	1075	context	XY	R1b	R1b1a1b1a1	0.33	0.992	0	1.3.1.1.1.3	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
VK314	Rantzausminde	Denmark	NorthernEurope	Denmark_VikingAge	55.05	10.53	Margyaran_Nature_2020	1100	1050	1075	context	XX	NA	NA	0.3	0.991	0	1.2.1.2.1.1.3	EuropeNW_2000BP_650BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK329	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	1239	1086	1163	direct	XY	R1b	R1b1a1b1a1a2a1a1	1.25	0.995	0	1.1.1.2.1.2.2	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK325	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	1172	1009	1091	direct	XX	NA	NA	0.61	0.994	0	1.1.1.1.2.2.1	Europe_1100BP_250BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK328	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	1172	986	1079	direct	XX	NA	NA	1.17	0.996	0	1.1.1.2.3.4	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK326	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	981	934	958	direct	XY	R1b	R1b1a1b1a1	1.32	0.996	0	1.1.1.2.1.2.4	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK327	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	960	930	945	direct	XY	I1a	I1a2a1a1a1a	1.22	0.995	0	1.1.1.2.2.3	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK324	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	955	921	938	direct	XY	R1b	R1b1a1b1a1a1c2b1	1.41	0.995	0	1.1.1.4.1.3	Europe_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK323	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	1050	750	900	context	XY	R1b	R1b1a1b1a1	1.41	0.995	0	1.1.1.2.2.3	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK322	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	929	803	866	direct	XX	NA	NA	1.28	0.995	0	1.2.1.1.3.10	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK330	Ribe	Denmark	NorthernEurope	Denmark_VikingAge	55.33	8.76	Margyaran_Nature_2020	923	799	861	direct	XX	NA	NA	1.08	0.994	0	1.2.1.1.2.1.7	EuropeNW_4000BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeW
VK301	Ladby	Denmark	NorthernEurope	Denmark_VikingAge	55.43	10.61	Margyaran_Nature_2020	1310	1060	1185	context	XY	I1a	I1a2a1a1a2~	0.76	0.994	0	1.1.1.2.1.2.3	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK319	Ladby	Denmark	NorthernEurope	Denmark_VikingAge	55.43	10.61	Margyaran_Nature_2020	NA	NA	1150	context	XX	NA	NA	0.57	0.994	0	1.1.1.3.1.1.1.5	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK294	Bakkendrup	Denmark	NorthernEurope	Denmark_VikingAge	55.56	11.25	Margyaran_Nature_2020	1100	1050	1075	context	XX	NA	NA	1.15	0.995	0	1.1.2.2.1.1.8	EuropeN_1400BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK315	Bakkendrup	Denmark	NorthernEurope	Denmark_VikingAge	55.56	11.25	Margyaran_Nature_2020	1100	1050	1075	context	XY	I1	I1	0.61	0.994	0	1.1.1.2.2.2	EuropeN_1500BP_800BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK369	Bakkendrup	Denmark	NorthernEurope	Denmark_VikingAge	55.56	11.25	Margyaran_Nature_2020	1100	1050	1075	context	XY	R1b	R1b1a1b1a1	1.19	0.996	0	1.1.1.5.2.5	Europe_1900BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK300	Hesselbjerg	Denmark	NorthernEurope	Denmark_VikingAge	55.95	10.2	Margyaran_Nature_2020	1100	1050	1075	context	XX	NA	NA	0.52	0.994	0	1.1.1.3.2.6	Europe_1600BP_500BP	Eurasia_5000BP_200BP	PostNeol_EuropeN
VK340	Hesselbjerg	Denmark	NorthernEurope	Denmark_VikingAge	55.95	10.2	Margyaran_Nature_2020	1100	1050	1075	context	XX	NA	NA	0.65	0.994	0	1.3.1.1.1.9	EuropeNE_1200BP_700BP	Eurasia_5000BP_200BP	PostNeol_EuropeE
