Individual_ID	Site	Country	Region	Group_label	Latitude	Longitude	Data_source	Age_upper	Age_lower	Age_average	Dating	Sex	Y_haplogroup_major	Y_haplogroup_derived	Coverage	Average_GP	Flag	Cluster_ID	Cluster_fine	Cluster_global	Cluster_group
DA72	Kurgan nr. 7, Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.5	75.79	Damgaard_Nature_2018	1686	1676	1681	direct	XX	NA	NA	1.3	0.994	0	3.1.1.1.2.2.4	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA80	Kurgan nr. 5 (individ. 2 out of three individuals buried together, individual 3. is a child), Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.5	75.79	Damgaard_Nature_2018	1693	1653	1673	direct	XX	NA	NA	1.07	0.993	0	3.1.1.1.1.2.4	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA73	Kurgan nr. 2, Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.5	75.79	Damgaard_Nature_2018	1695	1649	1672	direct	XY	Q1b	Q1b1	0.66	0.994	0	3.1.1.1.1.3.4	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA71	Kurgan nr. 20, Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.5	75.79	Damgaard_Nature_2018	1698	1642	1670	direct	XX	NA	NA	0.81	0.995	1d_rel_DA385	NA	NA	NA	NA
DA69	Kurgan nr. 25, Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.5	75.79	Damgaard_Nature_2018	1601	1582	1592	direct	XX	NA	NA	0.91	0.994	0	3.1.1.1.1.1.6	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA65	Kurgan nr. 19, Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.5	75.79	Damgaard_Nature_2018	1568	1517	1543	direct	XY	E1b	E1b1b1a1b2	0.29	0.989	0	3.1.1.1.2.2.3	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA82	Kurgan nr. 4, Japyryk	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.62	74.99	Damgaard_Nature_2018	1867	1773	1820	direct	XX	NA	NA	0.18	0.985	0	3.1.1.2.2.2.1	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA85	Kurgan nr. 2, Japyryk	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.62	74.99	Damgaard_Nature_2018	1780	1756	1768	direct	XY	L1a	L1a1	1.93	0.996	0	3.1.1.1.1.2.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA81	Kurgan nr. 50, Japyryk	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	41.62	74.99	Damgaard_Nature_2018	1773	1760	1767	direct	XY	R1b	R1b	2.19	0.996	0	3.1.1.1.1.1.7	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA98	Kurgan nr. 14 (individual 2.), Uch-Kurbu	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	42.16	77.41	Damgaard_Nature_2018	1889	1806	1848	direct	XX	NA	NA	0.43	0.992	0	3.1.1.1.1.2.5	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA105	Kurgan 1  / 4 (grav 4.), Uch-Kurbu	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	42.16	77.41	Damgaard_Nature_2018	1816	1731	1774	direct	XY	Q1a	Q1a2	0.57	0.995	1d_rel_DA104	NA	NA	NA	NA
DA104	Kurgan nr. 1 / 2 (grav 2), Uch-Kurbu	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	42.16	77.41	Damgaard_Nature_2018	1816	1731	1774	context	XX	NA	NA	1.13	0.995	0	3.1.1.1.1.3.2	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA101	Kurgan nr. 14 (individual 1.(child)), Uch-Kurbu	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	42.16	77.41	Damgaard_Nature_2018	1736	1689	1713	direct	XY	R1a	R1a1a1b2	3.57	0.996	0	3.1.1.1.1.1.2	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA100	Kurgan nr. 8, Uch-Kurbu	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	42.16	77.41	Damgaard_Nature_2018	1695	1650	1673	direct	XY	R1a	R1a1a1b	2.06	0.996	0	3.1.1.1.1.3.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA96	Kurgan nr. 9, Uch-Kurbu	Kyrgyzstan	CentralAsia	Kyrgyzstan_IronAge_Hun	42.16	77.41	Damgaard_Nature_2018	1691	1669	1680	direct	XY	Q1b	Q1b1	0.98	0.994	0	3.1.1.1.1.1.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA74	Kurgan nr. 30 (child, buried together with another individual), Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval_Hun	41.5	75.79	Damgaard_Nature_2018	1565	1515	1540	direct	XY	Q1a	Q1a2	0.96	0.996	0	3.1.1.1.1.3.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA66	Kurgan nr. 10 , Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval_Hun	41.5	75.79	Damgaard_Nature_2018	1520	1458	1489	direct	XX	NA	NA	0.41	0.991	0	3.1.1.2.2.2.1	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA68	Kurgan nr. 21, Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval_Hun	41.5	75.79	Damgaard_Nature_2018	1393	1335	1364	direct	XX	NA	NA	0.13	0.98	0	3.1.1.1.2.1.3	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA385	Kurgan nr. 1 (individ. 1, buried with individ. 2.), Baskya 2	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval_Hun	41.5	75.79	Damgaard_Nature_2018	1553	1380	1467	direct	XY	R1a	R1a1a1b2	2.32	0.996	0	3.1.1.1.1.1.1	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA86	Kurgan nr. 16 (human (warrior) buried together with horse), Boz-Adyr	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval_Turk	42.08	76.97	Damgaard_Nature_2018	1526	1476	1501	direct	XY	Q1a	Q1a2	0.54	0.993	0	3.1.1.2.3.3	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA118	Kurgan nr. 38, Boz-Adyr	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval	42.07	76.97	Damgaard_Nature_2018	921	901	911	direct	XX	NA	NA	1.52	0.997	0	3.1.3.2.1.1.4	SteppeCE_2000BP_700BP	Asia_45000BP_200BP	Nomad_Steppe_lateB
DA106	Kurgan nr. 28,Boz-Adyr	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval	42.07	76.96	Damgaard_Nature_2018	780	779	780	direct	XY	C2b	C2b	0.68	0.994	0	3.1.3.2.1.1.2	SteppeCE_2000BP_700BP	Asia_45000BP_200BP	Nomad_Steppe_lateB
DA116	Kurgan nr. 36, Boz-Adyr	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval	42.07	76.96	Damgaard_Nature_2018	794	726	760	direct	XX	NA	NA	1.02	0.996	0	3.1.3.2.1.1.3	SteppeCE_2000BP_700BP	Asia_45000BP_200BP	Nomad_Steppe_lateB
DA99	Kurgan nr. 2, Kyzyl-Too	Kyrgyzstan	CentralAsia	Kyrgyzstan_Medieval	42.07	76.96	Damgaard_Nature_2018	789	695	742	direct	XX	NA	NA	1.42	0.996	0	3.1.3.2.1.1.1	SteppeCE_2000BP_700BP	Asia_45000BP_200BP	Nomad_Steppe_lateB
DA117	Kurgan nr. 31, Boz-Adyr	Kyrgyzstan	CentralAsia	Kyrgyzstan_Historical	42.07	76.97	Damgaard_Nature_2018	272	254	263	direct	XY	G2a	G2a	1.22	0.995	0	3.1.1.1.1.2.2	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
Andaman	Great Andaman Island	India	SouthEastAsia	India_Historical_GreatAndaman	12.5	92.8	MorenoMayar_Science_2018	150	30	90	context	XY	K	K	16.62	0.999	0	3.1.4.1.4.2	Andaman_100BP	Asia_45000BP_200BP	HG_SoutheastAsia
Th519	Northern Mae Hong Son, Long Long Rak	Thailand	SouthEastAsia	Thailand_IronAge	19.3	97.97	McColl_Science_2018	1815	1625	1720	direct	XY	N1b	N1b1	0.37	0.989	0	3.1.4.1.3.1	Thailand_1700BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Th521	Northern Mae Hong Son, Long Long Rak	Thailand	SouthEastAsia	Thailand_IronAge	19.3	97.97	McColl_Science_2018	1813	1620	1717	direct	XY	O1b	O1b1a1a1b	0.44	0.99	0	3.1.4.1.3.1	Thailand_1700BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Th530	Northern Mae Hong Son, Long Long Rak	Thailand	SouthEastAsia	Thailand_IronAge	19.3	97.97	McColl_Science_2018	1730	1570	1650	direct	XY	N1b	N1b2	0.2	0.987	0	3.1.4.1.3.2	Thailand_1700BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Th531	Northern Mae Hong Son, Long Long Rak	Thailand	SouthEastAsia	Thailand_IronAge	19.3	97.97	McColl_Science_2018	1691	1537	1614	direct	XX	NA	NA	0.09	0.98	1d_rel_Th530;lowcov;lowGpAvg	NA	NA	NA	NA
La368	Northern Bolikhamsay, Pha Faen	Laos	SouthEastAsia	Laos_Hoabinhian	18.38	103.65	McColl_Science_2018	7950	7794	7872	direct	XY	C1	C1	0.63	0.991	0	3.1.4.1.4.1	Laos_7800BP	Asia_45000BP_200BP	HG_SoutheastAsia
La364	Northeast Huapan, Tam Pa Ping	Laos	SouthEastAsia	Laos_BronzeAge	20.21	103.41	McColl_Science_2018	3071	2880	2976	direct	XY	O1b	O1b1a1a1b1a	1.4	0.996	0	3.1.4.1.1.1	SEAsia_4200BP_2200BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
La898	Northeast Huapan, Tam Hang	Laos	SouthEastAsia	Laos_BronzeAge	20.4	104.03	McColl_Science_2018	3000	2000	2500	context	XY	O1b	O1b1a1a1b	0.09	0.978	lowcov;lowGpAvg	NA	NA	NA	NA
La727	Northeast Huapan, Tam Hang	Laos	SouthEastAsia	Laos_BronzeAge	20.4	104.03	McColl_Science_2018	2378	2184	2281	direct	XX	NA	NA	0.95	0.992	0	3.1.4.1.1.2	SEAsia_4200BP_2200BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Vt833	Northern Thanh Hoa, Mai Da Dieu	Vietnam	SouthEastAsia	Vietnam_Neolithic	20.41	105.27	McColl_Science_2018	4291	4006	4149	direct	XX	NA	NA	0.13	0.984	0	3.1.4.1.1.5	SEAsia_4200BP_2200BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Vt880	Northeast Quang Ninh, Hhon Hai Co Tien	Vietnam	SouthEastAsia	Vietnam_Neolithic	20.95	107.1	McColl_Science_2018	4450	3450	3950	context	XX	NA	NA	0.11	0.981	0	3.1.4.1.1.6	SEAsia_4200BP_2200BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Vt778	Northwest Lai Ch√¢u, Nam Tun	Vietnam	SouthEastAsia	Vietnam_Neolithic	21.78	104.33	McColl_Science_2018	2750	2500	2625	direct	XY	O2a	O2a2b1a2a1a	0.15	0.984	0	3.1.4.1.1.4	SEAsia_4200BP_2200BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Vt777	Northern Thanh Hoa, Mai Da Dieu	Vietnam	SouthEastAsia	Vietnam_Neolithic	20.41	105.27	McColl_Science_2018	2349	2180	2265	direct	XX	NA	NA	0.15	0.981	0	3.1.4.1.1.3	SEAsia_4200BP_2200BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Vt808	Northern Thanh Noa, Nui Nap	Vietnam	SouthEastAsia	Vietnam_BronzeAge_DongSon	19.79	105.85	McColl_Science_2018	2343	2158	2251	direct	XX	NA	NA	0.12	0.978	1d_rel_Vt779;lowGpAvg	NA	NA	NA	NA
Vt781	Northern Thanh Noa, Nui Nap	Vietnam	SouthEastAsia	Vietnam_BronzeAge_DongSon	19.79	105.85	McColl_Science_2018	2340	2158	2249	direct	XX	NA	NA	0.14	0.98	lowGpAvg	NA	NA	NA	NA
Vt779	Northern Thanh Noa, Nui Nap	Vietnam	SouthEastAsia	Vietnam_BronzeAge_DongSon	19.79	105.85	McColl_Science_2018	2336	2157	2247	direct	XX	NA	NA	0.14	0.979	lowGpAvg	NA	NA	NA	NA
Vt796	Northern Thanh Noa, Nui Nap	Vietnam	SouthEastAsia	Vietnam_BronzeAge_DongSon	19.79	105.85	McColl_Science_2018	2303	2041	2172	direct	XX	NA	NA	0.11	0.978	lowGpAvg	NA	NA	NA	NA
Vt719	Northeast Quang Ninh, Hon Hai Co Tien	Vietnam	SouthEastAsia	Vietnam_Historical	20.95	107.1	McColl_Science_2018	307	0	154	direct	XX	NA	NA	0.26	0.991	0	3.1.4.1.2.1.3	Easia_2200BP_150BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Ma911	West Peninsular Kelantan, Gua Cha Cave	Malaysia	SouthEastAsia	Malaysia_Hoabinhian	5.02	101.77	McColl_Science_2018	4415	4160	4288	direct	XY	D	D	0.14	0.978	lowGpAvg	NA	NA	NA	NA
Ma912	West Peninsular Kelantan, Gua Cha Cave	Malaysia	SouthEastAsia	Malaysia_Neolithic	5.02	101.77	McColl_Science_2018	2690	2349	2520	direct	XY	O1b	O1b1a1a1b1a	1.81	0.994	0	3.1.4.1.1.1	SEAsia_4200BP_2200BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Ma555	Northeast Borneo, Sabah, Kinabatagan	Malaysia	SouthEastAsia	Malaysia_Historical	5.41	118.19	McColl_Science_2018	452	299	376	direct	XY	O2a	O2a2a1a2	0.57	0.993	0	3.1.4.1.2.2	Easia_2200BP_150BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
Ma554	Northeast Borneo, Sabah, Supu Hujung4	Malaysia	SouthEastAsia	Malaysia_Historical	5.25	117	McColl_Science_2018	505	326	416	direct	XY	O1a	O1a	0.35	0.991	0	3.1.4.1.2.2	Easia_2200BP_150BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
In662	Sumatra, Northwest Aceh, Loyang Ujung Cave	Indonesia	SouthEastAsia	Indonesia_BronzeAge	4.65	96.86	McColl_Science_2018	2304	2048	2176	direct	XY	O1b	O1b1a1	0.15	0.979	lowGpAvg	NA	NA	NA	NA
In661	Sumatra, Northwest Aceh, Loyang Ujung Cave	Indonesia	SouthEastAsia	Indonesia_BronzeAge	4.65	96.86	McColl_Science_2018	1925	1818	1872	direct	XX	NA	NA	0.1	0.979	lowGpAvg	NA	NA	NA	NA
Phl534	Luzon, Northern Cagayan, Nagsabaran	Philippines	SouthEastAsia	Philippines_BronzeAge	18.56	121.07	McColl_Science_2018	1880	1730	1805	direct	XX	NA	NA	0.03	0.965	lowcov;lowGpAvg	NA	NA	NA	NA
M010	Shirenzigou	China	EastAsia	China_IronAge	43.61	93.17	Ning_CurrentBiology_2019	2354	2185	2270	direct	XX	NA	NA	0.48	0.993	0	3.1.1.2.2.1.1	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
M15-1	Shirenzigou	China	EastAsia	China_IronAge	43.61	93.17	Ning_CurrentBiology_2019	2350	2150	2250	context	XY	R1	R1	0.12	0.983	0	3.1.1.1.2.1.5	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
M819	Shirenzigou	China	EastAsia	China_IronAge	43.61	93.17	Ning_CurrentBiology_2019	2350	2150	2250	context	XX	NA	NA	0.63	0.993	0	3.1.1.2.2.1.3	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
X3	Shirenzigou	China	EastAsia	China_IronAge	43.61	93.17	Ning_CurrentBiology_2019	2350	2150	2250	context	XY	Q1a	Q1a2	0.16	0.986	0	3.1.4.1.2.1.4	Easia_2200BP_150BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
F004	Shirenzigou	China	EastAsia	China_IronAge	43.61	93.17	Ning_CurrentBiology_2019	2320	2140	2230	context	XX	NA	NA	0.27	0.99	0	3.1.1.2.2.1.2	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
M012	Shirenzigou	China	EastAsia	China_IronAge	43.61	93.17	Ning_CurrentBiology_2019	2310	2147	2229	direct	XY	R1	R1	0.14	0.984	0	3.1.1.2.2.1.1	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
M820	Shirenzigou	China	EastAsia	China_IronAge	43.61	93.17	Ning_CurrentBiology_2019	2311	2122	2217	direct	XX	NA	NA	0.25	0.989	0	3.1.1.1.2.1.6	Steppe_3500BP_1300BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
Funadomari_5	Funadomari shell mound, Rebun Island	Japan	EastAsia	Japan_Jomon	45.38	141.04	KanzawaKiriyama_AnthropologicalScience_2019	3960	3550	3755	context	XY	D1a	D1a2a2b	3.82	0.996	0	3.1.4.2.1	Japan_3700BP_2600BP	Asia_45000BP_200BP	HG_EastAsia_Jomon
Funadomari_23	Funadomari shell mound, Rebun Island	Japan	EastAsia	Japan_Jomon	45.38	141.04	KanzawaKiriyama_AnthropologicalScience_2019	3960	3550	3755	direct	XX	NA	NA	39.44	0.999	0	3.1.4.2.1	Japan_3700BP_2600BP	Asia_45000BP_200BP	HG_EastAsia_Jomon
IK002	Honshu, Central Aichi, Ikawazu	Japan	EastAsia	Japan_Jomon	34.65	137.14	McColl_Science_2018	2720	2418	2569	direct	XX	NA	NA	1.89	0.995	0	3.1.4.2.2	Japan_3700BP_2600BP	Asia_45000BP_200BP	HG_EastAsia_Jomon
DA39	Hovsgol	Mongolia	EastAsia	Mongolia_IronAge_XiongNu	48.02	101.35	Damgaard_Nature_2018	1999	1897	1948	direct	XY	R1a	R1a1a1b	2.09	0.995	0	3.1.3.2.1.2.4	SteppeCE_2000BP_700BP	Asia_45000BP_200BP	Nomad_Steppe_lateB
DA41	Hovsgol, Grave #14	Mongolia	EastAsia	Mongolia_IronAge_XiongNu	49.27	101.72	Damgaard_Nature_2018	2297	2269	2283	direct	XY	R1b	R1b	0.81	0.991	0	3.1.1.2.2.3	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA38	Hovsgol, Grave #18	Mongolia	EastAsia	Mongolia_IronAge_XiongNu	49.27	101.72	Damgaard_Nature_2018	2151	2098	2125	direct	XX	NA	NA	2.85	0.994	0	3.1.1.2.2.3	SteppeC_TianShan_2700BP_800BP	Asia_45000BP_200BP	Nomad_Steppe_lateA
DA43	Omnogobi, mass grave	Mongolia	EastAsia	Mongolia_IronAge_XiongNu	42.53	105.18	Damgaard_Nature_2018	2106	2084	2095	context	XY	O2a	O2a1b1a1	1.68	0.994	0	3.1.4.1.2.1.1	Easia_2200BP_150BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
DA45	Omnogobi, mass grave	Mongolia	EastAsia	Mongolia_IronAge_XiongNu	42.53	105.18	Damgaard_Nature_2018	2106	2084	2095	direct	XY	O2a	O2a2b2	9.04	0.996	0	3.1.4.1.2.1.2	Easia_2200BP_150BP	Asia_45000BP_200BP	Farmer_SoutheastAsia
UstIshim	Ust'-Ishim, Siberia	Russia	NorthAsia	Siberia_UpperPaleolithic_UstIshim	57.7	71.1	Fu_Nature_2014	47480	42560	45020	direct	XY	K2a	K2a	35.19	0.999	0	3.1.4.1.4.1	UstIshim_45000BP	Asia_45000BP_200BP	HG_Siberia_UP
Yana	Yana RHS	Russia	NorthAsia	Siberia_UpperPaleolithic_Yana	70.72	135.42	Sikora_Nature_2019	32950	30950	31950	context	XY	K2b	K2b	26.53	0.999	0	3.2.2	Ya_31000BP	Asia_45000BP_200BP	HG_Eurasia_UP
Yana2	Yana RHS	Russia	NorthAsia	Siberia_UpperPaleolithic_Yana	70.72	135.42	Sikora_Nature_2019	32950	30950	31950	context	XY	K2b	K2b	6.81	0.996	0	3.2.2	Ya_31000BP	Asia_45000BP_200BP	HG_Eurasia_UP
MA1	Mal'ta	Russia	NorthAsia	Siberia_UpperPaleolithic_Malta	52.9	103.5	Raghavan_Nature_2013	24520	24090	24305	direct	XY	R	R	1.09	0.995	0	3.1.2.1.1.1.1	Malta_24000BP	Asia_45000BP_200BP	HG_Siberia_ForestSteppe
Kolyma_River	Duvanni Yar	Russia	NorthAsia	Siberia_Mesolithic	68.6	159.1	Sikora_Nature_2019	9906	9665	9786	direct	XY	Q1a	Q1a1	14.95	0.999	0	3.1.3.3.1	SiberiaNE_9800BP	Asia_45000BP_200BP	HG_SiberiaNE
NEO72	Mergen' 6	Russia	NorthAsia	Siberia_Neolithic_Koshinskaya	56.019	69.31	thisStudy	8521	8191	8356	direct	XY	Q1b	Q1b	0.29	0.989	0	3.1.2.1.1.1.3	SteppeC_8300BP_7000BP	Asia_45000BP_200BP	HG_Siberia_ForestSteppe
NEO73	Mergen' 6	Russia	NorthAsia	Siberia_Neolithic_Koshinskaya	56.019	69.31	thisStudy	7789	7572	7681	direct	XX	NA	NA	0.69	0.993	0	3.1.2.1.1.1.4	SteppeC_8300BP_7000BP	Asia_45000BP_200BP	HG_Siberia_ForestSteppe
NEO116	Pad’ Tokui	Russia	NorthAsia	Siberia_Neolithic	49.8	108.8	thisStudy	8346	8027	8187	direct	XX	NA	NA	5.73	0.996	0	3.1.3.1.2.1	BaikalE_8200BP_6500BP	Asia_45000BP_200BP	HG_LakeBaikal_early
NEO236	Devil's Gate Cave	Russia	NorthAsia	Siberia_Neolithic_Amur	44.5	135.4	Sikora_Nature_2019	7783	7572	7678	direct	XX	NA	NA	2.5	0.996	0	3.1.3.2.2.1	Amur_7500BP	Asia_45000BP_200BP	HG_NorthAsia
NEO235	Devil's Gate Cave	Russia	NorthAsia	Siberia_Neolithic_Amur	44.5	135.4	Sikora_Nature_2019	7755	7583	7669	direct	XX	NA	NA	1.29	0.994	1d_rel_NEO240	NA	NA	NA	NA
NEO237	Devil's Gate Cave	Russia	NorthAsia	Siberia_Neolithic_Amur	44.5	135.4	Sikora_Nature_2019	7691	7577	7634	direct	XX	NA	NA	0.18	0.986	1d_rel_NEO238	NA	NA	NA	NA
NEO238	Devil's Gate Cave	Russia	NorthAsia	Siberia_Neolithic_Amur	44.5	135.4	Sikora_Nature_2019	7655	7472	7564	direct	XX	NA	NA	0.52	0.993	0	3.1.3.2.2.1	Amur_7500BP	Asia_45000BP_200BP	HG_NorthAsia
NEO239	Devil's Gate Cave	Russia	NorthAsia	Siberia_Neolithic_Amur	44.5	135.4	Sikora_Nature_2019	7651	7461	7556	direct	XY	C2	C2	0.11	0.981	0	3.1.3.2.2.2	Amur_7500BP	Asia_45000BP_200BP	HG_NorthAsia
NEO240	Devil's Gate Cave	Russia	NorthAsia	Siberia_Neolithic_Amur	44.5	135.4	Sikora_Nature_2019	7576	7439	7508	direct	XX	NA	NA	6.7	0.996	0	3.1.3.2.2.3	Amur_7500BP	Asia_45000BP_200BP	HG_NorthAsia
DA245	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	8015	7866	7941	direct	XY	N1a	N1a2	2.24	0.996	0	3.1.3.1.1.1.1	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA249	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7938	7741	7840	direct	XX	NA	NA	4.63	0.998	0	3.1.3.1.1.1.5	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA246	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7827	7626	7727	direct	XX	NA	NA	2.91	0.997	0	3.1.3.1.1.1.2	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA247	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7787	7614	7701	direct	XY	N1	N1	2.54	0.996	0	3.1.3.1.1.1.3	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA248	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7705	7585	7645	direct	XY	N1a	N1a2	2.42	0.997	0	3.1.3.1.1.1.4	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA250	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7466	7317	7392	direct	XY	N1a	N1a2	0.99	0.994	0	3.1.3.1.1.2.1	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA252	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7419	7262	7341	direct	XX	NA	NA	2.43	0.996	0	3.1.3.1.1.2.3	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA251	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7418	7254	7336	direct	XY	N1a	N1a2	0.59	0.993	0	3.1.3.1.1.2.2	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA253	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7321	7171	7246	direct	XX	NA	NA	2.73	0.996	0	3.1.3.1.1.2.4	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA362	Shamanka II	Russia	NorthAsia	Siberia_Neolithic_Kitoi	51.7	103.7	Damgaard_Science_2018	7312	7171	7242	direct	XY	N1a	N1a2	1.1	0.995	0	3.1.3.1.1.2.5	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA357	Lokomotiv	Russia	NorthAsia	Siberia_Neolithic_Kitoi	52.29	104.25	Damgaard_Science_2018	7931	7675	7803	direct	XY	C2	C2	0.4	0.991	0	3.1.3.1.2.3	BaikalE_8200BP_6500BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA341	Lokomotiv	Russia	NorthAsia	Siberia_Neolithic_Kitoi	52.29	104.25	Damgaard_Science_2018	7659	7511	7585	direct	XX	NA	NA	1.21	0.995	0	3.1.3.1.1.1.6	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
DA359	Lokomotiv	Russia	NorthAsia	Siberia_Neolithic_Kitoi	52.29	104.25	Damgaard_Science_2018	7657	7460	7559	direct	XY	N1a	N1a2	0.73	0.994	0	3.1.3.1.1.1.7	Baikal_8000BP_7200BP	Asia_45000BP_200BP	HG_LakeBaikal_early
